supplier_id,name,industry,country,city,address,postal_code,political_risk,trade_risk,natural_disaster_risk,revenue_growth_yoy,net_profit_margin,credit_rating,on_time_delivery_rate,quality_score,response_time_hours,years_in_business,employee_count,certification,email,phone,total_orders,actual_on_time_rate,total_business_value,completed_orders,products
SUP1411,Phoenix Technologies,Electronics,India,Pune,226 MG Road,144443,2.0,3.1,4.9,31.17,4.58,A-,73.23,3.0,30.5,43,4877,ISO 9001,info@phoenixtechnologies.in,+91-40-24075180,477,88.72,30185690.15,356,"motherboards, memory chips"
SUP1412,Vanguard Pvt Ltd,Automotive,India,Bhopal,510 Industrial Area,351488,2.3,1.5,5.3,-3.17,8.93,AA+,75.57,4.06,23.0,29,1738,ISO 9001,info@vanguardpvtltd.in,+91-22-73766444,140,81.68,38853732.69,131,"exhaust systems, filters"
SUP1413,United Exports,Electronics,India,Dhanbad,828 Main Street,834212,3.7,4.5,2.8,0.42,4.56,BBB,75.99,3.05,20.8,30,4187,ISO 14001,info@unitedexports.in,+91-33-95596702,235,81.3,30886895.72,204,"tablets, smartphones"
SUP1414,Imperial Exports,Pharma,India,Kanpur,992 Business District,440180,4.4,1.0,4.8,16.06,10.4,A+,97.97,3.79,24.7,38,1208,ISO 9001,info@imperialexports.in,+91-33-57110506,454,83.06,15187005.39,342,"tablets, pharmaceutical APIs"
SUP1415,Innovative Industries,Pharma,India,Kanpur,369 Sector 57,883339,5.3,3.1,6.1,32.27,14.43,BBB+,90.34,3.56,41.3,5,1673,ISO 14001,info@innovativeindustries.in,+91-79-26763619,36,73.51,15506564.02,25,"pharmaceutical APIs, capsules"
SUP1416,Pioneer Pvt Ltd,Pharma,India,Patna,612 Industrial Area,184696,1.9,4.1,5.4,-2.68,14.16,BBB-,74.91,3.26,43.1,4,3652,ISO 9001,info@pioneerpvtltd.in,+91-79-89400379,450,65.25,43360263.83,436,"generic drugs, nutraceuticals"
SUP1417,Imperial Pvt Ltd,Textiles,India,Lucknow,950 MG Road,162583,4.7,3.0,4.4,23.21,17.55,AA,89.22,4.84,33.7,4,2450,ISO 9001,info@imperialpvtltd.in,+91-20-57188556,278,85.5,18612633.25,259,"home textiles, industrial fabrics"
SUP1418,Delta Group,Pharma,India,Vasai-Virar,449 Main Street,414235,2.0,3.1,6.0,15.37,17.6,BBB-,80.78,3.38,31.4,22,4403,ISO 9001,info@deltagroup.in,+91-11-25300318,390,74.84,3792444.08,382,"capsules, pharmaceutical APIs"
SUP1419,Phoenix Supplies,Automotive,India,Coimbatore,709 Sector 90,359021,3.4,1.4,5.2,11.52,7.71,AA-,76.01,4.83,2.6,13,764,ISO 14001,info@phoenixsupplies.in,+91-40-41047056,435,75.74,20329479.97,365,"batteries, wiring harnesses, lighting systems"
SUP1420,National Industries,Automotive,India,Surat,500 Business District,537690,3.1,2.3,3.2,17.56,11.62,AA+,98.56,4.71,37.2,5,3024,ISO 9001,info@nationalindustries.in,+91-33-43081889,130,73.37,28331534.36,127,"exhaust systems, filters"
SUP1421,Heritage International,Chemicals,India,Srinagar,819 Sector 90,943057,4.6,3.0,6.8,10.59,7.11,AA+,98.49,3.44,15.6,11,4833,ISO 14001,info@heritageinternational.in,+91-44-41820584,131,82.36,43350499.22,123,"industrial chemicals, adhesives"
SUP1422,Paramount Group,Construction,India,Indore,939 Sector 96,204439,3.1,3.1,4.5,11.5,16.14,AA-,82.26,4.98,2.5,25,4434,,info@paramountgroup.in,+91-11-73653220,288,76.29,37364877.7,224,"concrete mixers, steel bars"
SUP1423,Apex India,Automotive,India,Ahmedabad,286 Industrial Area,618729,5.4,4.5,5.0,28.63,12.75,AAA,83.94,4.8,19.8,38,1653,ISO 14001,info@apexindia.in,+91-33-34180619,101,94.11,12188629.86,82,"engine components, brake systems, suspension parts"
SUP1424,Beta Group,Chemicals,India,Hyderabad,804 MG Road,310451,1.9,3.9,5.6,17.34,6.01,AA-,81.02,4.89,8.8,22,4151,ISO 14001,info@betagroup.in,+91-33-55755407,218,94.81,7350299.8,197,"catalysts, reagents"
SUP1425,Premier International,Textiles,India,Hyderabad,495 Zone 37,913231,4.1,1.7,5.2,8.02,3.88,AA+,73.66,3.88,24.1,11,1880,ISO 9001,info@premierinternational.in,+91-20-93186298,463,66.29,17698929.0,435,"industrial fabrics, home textiles"
SUP1426,Premier Associates,Machinery,India,Delhi,845 Business District,622691,4.7,4.1,3.9,4.92,3.56,A+,83.47,4.75,22.7,7,2495,ISO 9001,info@premierassociates.in,+91-22-48141831,226,72.99,49283353.26,178,"assembly line equipment, presses, packaging machines"
SUP1427,Phoenix Enterprises,Textiles,India,Bangalore,502 Industrial Area,947970,2.3,1.6,6.8,-1.27,8.02,AA-,82.2,3.64,16.8,40,3767,ISO 9001,info@phoenixenterprises.in,+91-20-31429799,285,77.66,22077748.62,204,"silk fabrics, denim"
SUP1428,Pinnacle Works,Electronics,India,Dhanbad,732 MG Road,114569,4.3,2.9,5.2,1.47,8.79,AAA,79.62,4.42,2.1,35,1169,ISO 9001,info@pinnacleworks.in,+91-22-18763459,347,96.45,46267992.62,338,"chargers, power supplies"
SUP1429,Prime Company,Chemicals,India,Bhopal,727 Zone 23,668835,5.2,3.4,6.2,2.69,11.97,BBB,90.15,4.05,3.7,18,1470,ISO 9001,info@primecompany.in,+91-44-83568332,339,95.79,7006598.09,248,"solvents, paints"
SUP1430,Quantum Works,Automotive,India,Aurangabad,406 Main Street,943328,4.3,1.9,3.2,3.17,9.78,A-,98.73,3.7,15.4,22,4699,ISO 14001,info@quantumworks.in,+91-44-50424221,35,93.77,25728600.87,25,"body panels, wheels"
SUP1431,Apex Company,Electronics,India,Varanasi,349 Main Street,934003,2.8,3.4,5.1,2.91,5.82,A-,95.37,4.24,18.5,14,1280,ISO 14001,info@apexcompany.in,+91-79-78600698,214,88.37,49000000.2,206,"smartphones, processors, tablets"
SUP1432,Stellar Exports,Automotive,India,Jaipur,427 Zone 28,792497,3.5,2.3,4.5,4.44,14.35,AA,78.76,3.83,14.8,45,2862,ISO 9001,info@stellarexports.in,+91-40-46491828,458,90.32,31094067.64,392,"suspension parts, engine components"
SUP1433,Premier Corporation,Construction,India,Rajkot,931 Business District,840250,2.7,1.9,6.6,6.89,6.08,AAA,88.57,4.08,6.0,18,2397,ISO 9001,info@premiercorporation.in,+91-40-76817089,217,71.28,49838347.58,171,"bricks, roofing materials, tiles"
SUP1434,Quantum Pvt Ltd,Food & Beverage,India,Rajkot,113 Zone 20,154882,1.8,1.6,6.7,3.63,14.45,BBB-,79.1,4.17,43.3,28,4912,ISO 14001,info@quantumpvtltd.in,+91-40-73714456,199,74.96,22001486.09,155,"condiments, cooking oils, sauces"
SUP1435,Vertex Supplies,Electronics,India,Amritsar,207 Zone 23,813352,1.7,4.2,3.0,12.0,15.6,AA,80.86,4.87,9.7,23,881,ISO 14001,info@vertexsupplies.in,+91-11-99031874,66,91.33,1226576.92,47,"circuit boards, monitors, laptops"
SUP1436,Atlas Group,Food & Beverage,India,Navi Mumbai,825 Zone 28,461559,3.9,2.0,3.8,12.72,16.93,AA+,82.44,3.92,28.1,3,4761,,info@atlasgroup.in,+91-22-56169317,180,67.17,45310039.46,175,"dairy products, frozen foods, bakery items"
SUP1437,Precision Associates,Pharma,India,Kalyan-Dombivali,785 Industrial Area,628265,5.2,2.1,6.0,-1.73,11.22,AA-,95.33,4.63,8.1,30,2068,ISO 9001,info@precisionassociates.in,+91-44-54879220,313,66.8,23434128.59,276,"surgical supplies, diagnostic kits"
SUP1438,Royal Solutions,Pharma,India,Navi Mumbai,457 Industrial Area,701531,4.0,2.9,5.3,8.67,11.95,A,98.75,4.85,25.2,19,2088,ISO 9001,info@royalsolutions.in,+91-22-60808818,200,88.98,10333065.36,175,"vitamins, antibiotics, pain relievers"
SUP1439,Pioneer Manufacturing,Pharma,India,Aurangabad,515 Main Street,856431,5.4,3.7,3.8,-1.18,16.76,A-,90.54,4.98,24.1,2,3849,ISO 14001,info@pioneermanufacturing.in,+91-80-14318678,462,77.36,14837088.16,415,"generic drugs, nutraceuticals, herbal medicines"
SUP1440,Heritage Works,Automotive,India,Delhi,153 Business District,795044,3.0,3.9,2.2,28.17,4.69,A,80.24,3.31,31.7,27,1017,,info@heritageworks.in,+91-11-48179971,34,95.02,21707542.91,33,"suspension parts, brake systems"
SUP1441,Universal Exports,Construction,India,Allahabad,981 Main Street,104901,4.8,4.5,6.0,2.24,10.57,BBB,76.52,4.31,20.9,24,4088,ISO 9001,info@universalexports.in,+91-40-78712680,326,67.6,7685115.86,295,"windows, insulation materials"
SUP1442,Modern Systems,Machinery,India,Bhopal,490 MG Road,654569,4.7,2.9,2.2,21.6,12.02,AA,87.9,3.14,43.7,40,1064,ISO 9001,info@modernsystems.in,+91-11-36619308,432,87.7,45589154.65,342,"hydraulic pumps, CNC machines, compressors"
SUP1443,Vertex Manufacturing,Textiles,India,Dhanbad,918 Industrial Area,565967,1.6,1.3,2.4,27.6,2.35,AA+,98.8,3.78,16.7,16,998,ISO 9001,info@vertexmanufacturing.in,+91-33-11149287,193,87.36,15841893.44,145,"industrial fabrics, home textiles, knitted goods"
SUP1444,Synergy Enterprises,Textiles,India,Jabalpur,424 Business District,542164,4.0,4.1,3.2,1.26,17.79,BB+,96.78,4.42,16.6,15,4953,ISO 9001,info@synergyenterprises.in,+91-20-63963002,82,70.35,2414808.03,62,"cotton fabrics, polyester yarn, finished garments"
SUP1445,Dynamic Works,Chemicals,India,Patna,361 Main Street,886466,1.5,4.4,6.5,24.83,8.85,AA,78.35,4.41,25.0,45,3493,ISO 9001,info@dynamicworks.in,+91-22-27437556,331,80.05,2751399.75,250,"pesticides, herbicides, fertilizers"
SUP1446,Elite India,Food & Beverage,India,Pimpri-Chinchwad,378 Zone 50,191082,3.7,4.2,5.2,0.73,3.81,BBB+,82.93,4.35,13.4,41,817,ISO 14001,info@eliteindia.in,+91-44-79427083,154,94.62,12554396.41,152,"spices, beverages, packaged snacks"
SUP1447,Metro Limited,Automotive,India,Patna,643 Sector 6,663111,2.0,2.8,5.2,32.14,11.51,A,77.45,3.99,39.3,23,376,ISO 14001,info@metrolimited.in,+91-44-17390844,417,95.61,25839330.71,358,"exhaust systems, steering systems"
SUP1448,Summit Pvt Ltd,Machinery,India,Hyderabad,55 Business District,596083,2.0,4.3,6.4,34.69,10.15,A-,89.72,4.54,27.7,31,3801,ISO 9001,info@summitpvtltd.in,+91-40-70467483,275,73.86,5006901.43,208,"hydraulic pumps, CNC machines"
SUP1449,Alpha Company,Textiles,India,Hyderabad,998 Industrial Area,121855,3.5,3.1,2.6,31.35,17.3,BB+,77.66,4.18,6.2,29,4346,ISO 9001,info@alphacompany.in,+91-11-53881696,33,85.4,41705991.2,26,"bed linens, towels, upholstery fabrics"
SUP1450,Horizon Traders,Chemicals,India,Allahabad,931 Business District,577033,5.2,2.4,4.8,8.57,15.86,AA,96.02,3.29,3.2,16,3210,ISO 14001,info@horizontraders.in,+91-40-13902943,145,65.56,44690412.97,107,"solvents, coatings, paints"
SUP1451,National Company,Construction,India,Ahmedabad,298 Industrial Area,603350,3.4,1.2,6.1,21.84,8.84,AA,72.55,4.86,47.4,11,3671,ISO 14001,info@nationalcompany.in,+91-80-25903862,304,75.93,39508126.6,287,"tools, scaffolding, construction machinery"
SUP1452,Pioneer Exports,Construction,India,Rajkot,438 Sector 94,904258,3.1,3.3,5.7,34.84,3.22,A+,85.74,4.25,41.0,37,722,ISO 9001,info@pioneerexports.in,+91-11-92250283,101,95.98,31306032.64,89,"doors, electrical fittings"
SUP1453,Titan Solutions,Food & Beverage,India,Bhopal,162 Sector 98,670118,1.6,1.0,6.2,27.51,3.36,BBB-,77.49,4.54,5.3,38,3046,ISO 14001,info@titansolutions.in,+91-44-68698686,212,69.02,13078596.4,178,"condiments, cooking oils"
SUP1454,International Associates,Chemicals,India,Jaipur,65 Sector 87,841622,4.1,2.2,4.7,17.36,14.99,A-,82.49,4.53,10.5,14,954,ISO 9001,info@internationalassociates.in,+91-11-64523375,242,76.05,23944787.68,169,"coatings, solvents"
SUP1455,Vanguard Enterprises,Chemicals,India,Jaipur,931 Main Street,702594,5.2,2.2,2.4,34.54,6.03,A,93.14,3.0,15.1,7,2121,ISO 14001,info@vanguardenterprises.in,+91-11-71761736,475,91.4,43396919.38,393,"industrial chemicals, polymers, adhesives"
SUP1456,Innovative Industries,Construction,India,Hyderabad,589 Sector 40,287354,3.3,4.3,4.5,2.2,4.1,BBB+,85.56,4.31,20.3,2,3896,ISO 14001,info@innovativeindustries.in,+91-22-67948879,398,96.71,5157499.68,325,"electrical fittings, doors, plumbing fixtures"
SUP1457,Nexus International,Chemicals,India,Thane,580 Industrial Area,130220,2.6,2.6,2.8,34.4,16.71,AA,79.46,3.41,33.5,23,4841,,info@nexusinternational.in,+91-40-37283273,380,67.24,44927629.16,315,"fertilizers, herbicides"
SUP1458,Synergy Group,Textiles,India,Aurangabad,694 Main Street,568092,3.8,1.8,6.4,0.62,5.97,BBB-,74.34,3.87,28.4,27,2090,ISO 9001,info@synergygroup.in,+91-44-62651004,381,88.86,4049746.89,366,"upholstery fabrics, towels, bed linens"
SUP1459,Precision Pvt Ltd,Machinery,India,Bangalore,848 Business District,479275,3.4,4.1,3.4,7.32,7.08,BBB+,85.13,4.36,3.8,7,4194,,info@precisionpvtltd.in,+91-11-83604801,387,71.98,4737490.14,300,"turbines, generators"
SUP1460,Atlas Solutions,Textiles,India,Aurangabad,827 MG Road,488538,4.4,3.7,4.4,33.87,6.46,BBB,73.76,4.44,36.2,42,3781,ISO 14001,info@atlassolutions.in,+91-11-16430399,455,96.93,15585421.84,414,"polyester yarn, cotton fabrics"
SUP1461,Apex Works,Machinery,India,Vasai-Virar,475 MG Road,116474,4.9,3.0,5.3,8.97,17.33,AA,94.96,4.82,16.0,23,1183,,info@apexworks.in,+91-33-12348604,488,72.18,18608004.19,430,"presses, assembly line equipment"
SUP1462,Summit Technologies,Construction,India,Navi Mumbai,350 Main Street,631943,2.5,2.4,4.6,20.26,15.16,AA,93.66,3.91,38.2,17,3768,ISO 14001,info@summittechnologies.in,+91-80-19608089,445,81.76,24610521.41,409,"scaffolding, construction machinery"
SUP1463,Modern Pvt Ltd,Machinery,India,Nashik,642 Zone 50,693467,4.4,1.1,5.6,14.04,14.52,BBB-,79.62,3.07,45.8,12,225,ISO 9001,info@modernpvtltd.in,+91-22-25859016,466,81.14,3965367.64,360,"drilling equipment, welding machines, lathes"
SUP1464,National Pvt Ltd,Food & Beverage,India,Indore,974 Main Street,550714,3.8,1.3,5.6,30.32,8.61,BBB+,72.24,3.43,24.7,15,3348,,info@nationalpvtltd.in,+91-22-77179839,113,80.4,49437966.06,89,"dairy products, frozen foods, bakery items"
SUP1465,Alpha Enterprises,Pharma,India,Meerut,103 Main Street,838863,2.3,3.2,3.6,26.78,12.54,AA-,89.73,3.66,15.7,41,4505,ISO 14001,info@alphaenterprises.in,+91-11-41026900,20,71.14,27729028.15,14,"tablets, capsules, pharmaceutical APIs"
SUP1466,Pinnacle Manufacturing,Construction,India,Bhopal,73 Industrial Area,977241,1.5,4.0,3.7,6.66,12.96,BBB,96.97,4.82,46.8,34,3469,ISO 14001,info@pinnaclemanufacturing.in,+91-33-57815473,438,93.28,10597352.47,421,"construction machinery, tools, scaffolding"
SUP1467,Beta Limited,Construction,India,Indore,921 Industrial Area,562216,4.7,2.7,6.0,17.22,2.4,BBB-,72.36,4.7,37.3,38,3286,ISO 9001,info@betalimited.in,+91-20-19835325,209,92.95,19800074.12,177,"paint, insulation materials, windows"
SUP1468,Universal Works,Chemicals,India,Agra,780 Zone 44,315376,2.3,2.9,4.2,3.98,11.83,BBB+,73.07,4.86,8.7,31,2821,ISO 9001,info@universalworks.in,+91-44-47909704,433,95.3,47088272.38,356,"specialty chemicals, catalysts"
SUP1469,United Technologies,Construction,India,Jaipur,519 Sector 16,851058,2.5,2.1,2.3,25.34,15.69,BB+,94.12,4.28,25.6,17,4611,ISO 9001,info@unitedtechnologies.in,+91-20-73236756,375,79.7,38152574.11,264,"construction machinery, tools"
SUP1470,Stellar Manufacturing,Textiles,India,Pimpri-Chinchwad,611 Business District,212716,5.0,2.8,4.2,21.98,14.61,A-,86.26,3.2,3.1,25,748,,info@stellarmanufacturing.in,+91-79-10356542,56,70.98,49766665.83,48,"fashion wear, technical textiles, apparel fabrics"
SUP1471,Orion India,Pharma,India,Ludhiana,777 Sector 62,871877,4.9,1.4,4.8,26.83,6.19,AA,75.91,4.88,27.2,31,4017,ISO 14001,info@orionindia.in,+91-80-81091456,344,91.46,39861022.92,324,"nutraceuticals, generic drugs"
SUP1472,Phoenix Enterprises,Food & Beverage,India,Ranchi,162 MG Road,271045,2.8,2.1,3.6,12.47,8.39,A-,80.37,4.43,11.4,18,4937,,info@phoenixenterprises.in,+91-22-92381420,62,69.31,39517805.02,60,"processed foods, canned goods, confectionery"
SUP1473,Pioneer Corporation,Textiles,India,Nagpur,152 Industrial Area,433092,2.4,3.7,2.5,23.28,7.65,AAA,96.99,4.97,10.3,9,4540,ISO 14001,info@pioneercorporation.in,+91-44-55038828,97,69.73,20668340.91,82,"industrial fabrics, knitted goods"
SUP1474,Premier Industries,Electronics,India,Nashik,803 MG Road,574129,4.0,1.2,6.7,14.58,13.28,AA-,72.1,3.88,36.1,34,3038,ISO 14001,info@premierindustries.in,+91-22-14963706,195,76.08,31265069.58,167,"chargers, power supplies"
SUP1475,Summit International,Construction,India,Jaipur,359 Main Street,141300,4.4,2.0,5.5,34.76,2.92,A-,76.28,3.33,32.7,3,1873,ISO 9001,info@summitinternational.in,+91-80-25709475,482,86.95,19939577.02,373,"bricks, tiles, roofing materials"
SUP1476,Royal Solutions,Automotive,India,Hyderabad,521 Sector 2,269562,4.6,3.7,4.2,20.8,15.37,A+,90.62,3.38,14.8,6,256,ISO 9001,info@royalsolutions.in,+91-33-12149622,275,87.5,37074453.64,193,"steering systems, filters"
SUP1477,Advanced Manufacturing,Chemicals,India,Allahabad,950 Zone 40,842759,5.0,1.6,5.0,-2.66,12.28,BBB-,87.75,3.16,18.3,17,812,ISO 9001,info@advancedmanufacturing.in,+91-44-39240187,84,72.16,16722431.69,59,"coatings, paints, solvents"
SUP1478,Premier Limited,Automotive,India,Howrah,134 Zone 21,104777,2.6,3.5,6.5,30.24,9.34,AA-,79.21,4.97,12.8,7,2079,ISO 9001,info@premierlimited.in,+91-44-26210791,175,84.16,21014237.53,164,"batteries, lighting systems"
SUP1479,Phoenix Works,Pharma,India,Jabalpur,717 Industrial Area,497632,4.3,2.0,4.7,29.82,10.63,AAA,70.91,3.76,2.7,19,3067,ISO 14001,info@phoenixworks.in,+91-20-51922406,367,96.77,22991688.69,367,"syrups, injections"
SUP1480,Precision Company,Construction,India,Nagpur,105 MG Road,699211,5.2,4.1,3.2,18.19,11.63,BBB,76.99,4.4,46.1,32,2662,,info@precisioncompany.in,+91-44-24257119,254,93.01,46203978.94,179,"electrical fittings, plumbing fixtures, doors"
SUP1481,Modern Traders,Electronics,India,Thane,338 MG Road,570441,2.1,2.5,5.9,29.6,7.05,BBB+,92.76,4.57,22.8,41,1641,ISO 9001,info@moderntraders.in,+91-44-97868527,427,68.47,4825942.23,299,"tablets, smartphones"
SUP1482,Heritage Enterprises,Automotive,India,Dhanbad,787 Main Street,414561,2.0,2.1,2.3,11.1,8.47,A,96.85,4.41,25.3,23,1371,ISO 14001,info@heritageenterprises.in,+91-11-31642599,221,70.48,24369683.78,197,"body panels, wheels"
SUP1483,National Products,Textiles,India,Chennai,179 Sector 28,211492,4.6,3.4,3.2,24.83,2.72,A,77.63,4.48,25.2,31,2823,,info@nationalproducts.in,+91-79-15002185,452,97.97,28255086.02,379,"towels, upholstery fabrics, bed linens"
SUP1484,Stellar Exports,Machinery,India,Hyderabad,465 Business District,722287,2.4,2.2,5.2,27.19,17.0,AA+,87.3,4.38,35.6,43,2175,ISO 9001,info@stellarexports.in,+91-80-33249203,36,72.08,14134516.97,33,"conveyor systems, motors"
SUP1485,Global Limited,Automotive,India,Surat,965 MG Road,811230,5.1,3.8,2.4,-1.68,15.6,A-,71.7,3.06,3.4,19,860,ISO 9001,info@globallimited.in,+91-20-14638780,373,71.16,12147299.69,345,"filters, exhaust systems"
SUP1486,Imperial Systems,Textiles,India,Jabalpur,707 Main Street,236888,2.4,3.5,2.9,20.89,2.8,A,95.68,3.1,11.0,6,4221,ISO 14001,info@imperialsystems.in,+91-20-31213392,332,66.7,19907906.57,282,"denim, synthetic fibers"
SUP1487,National Corporation,Pharma,India,Nashik,867 Zone 50,964249,2.4,3.0,6.4,15.67,7.66,BB+,85.07,3.88,9.5,15,4273,ISO 9001,info@nationalcorporation.in,+91-11-35385255,79,71.4,18269004.23,56,"antibiotics, vitamins"
SUP1488,Alpha Enterprises,Machinery,India,Kanpur,36 MG Road,394961,4.4,2.2,4.9,33.43,14.32,AA,85.65,3.08,22.8,32,585,ISO 14001,info@alphaenterprises.in,+91-79-97567946,296,75.38,18340036.64,208,"lathes, drilling equipment"
SUP1489,Royal Group,Textiles,India,Varanasi,882 Main Street,573184,2.4,2.8,5.3,13.3,11.02,BB,73.52,4.13,8.8,20,4965,,info@royalgroup.in,+91-11-96277088,377,84.78,35342582.8,272,"denim, synthetic fibers"
SUP1490,National Traders,Chemicals,India,Meerut,679 Main Street,466273,3.2,1.1,2.6,1.36,7.38,BBB,72.75,3.08,27.1,30,2591,,info@nationaltraders.in,+91-80-68682216,133,70.83,38395001.21,110,"reagents, catalysts"
SUP1491,Dynamic Systems,Pharma,India,Nagpur,686 Business District,243690,3.5,3.8,6.7,34.23,5.98,BB+,98.86,3.73,15.6,7,1133,ISO 9001,info@dynamicsystems.in,+91-20-66017637,108,80.5,29423859.54,97,"generic drugs, herbal medicines, nutraceuticals"
SUP1492,Vertex Limited,Textiles,India,Nagpur,156 Business District,577590,3.3,3.8,7.0,28.56,9.88,AAA,73.92,3.17,35.2,12,83,ISO 14001,info@vertexlimited.in,+91-11-98888443,279,86.43,1783656.72,207,"bed linens, towels, upholstery fabrics"
SUP1493,Prime Exports,Textiles,India,Surat,100 Main Street,953153,3.2,1.2,4.3,0.8,12.44,BB,91.0,4.06,21.4,36,4181,ISO 9001,info@primeexports.in,+91-80-47165186,74,66.89,19816911.87,61,"apparel fabrics, technical textiles"
SUP1494,National Enterprises,Construction,India,Kanpur,715 Sector 27,679413,4.7,2.7,4.4,26.88,17.51,AAA,85.3,4.51,38.1,12,2700,ISO 14001,info@nationalenterprises.in,+91-80-61732195,245,86.48,22185741.45,180,"tiles, roofing materials, bricks"
SUP1495,Modern Exports,Construction,India,Navi Mumbai,310 MG Road,844970,3.8,3.2,3.4,10.99,6.74,A+,86.69,3.0,1.5,26,290,ISO 14001,info@modernexports.in,+91-33-65780663,63,84.27,4665564.06,63,"insulation materials, paint, windows"
SUP1496,Zenith Company,Construction,India,Ludhiana,783 Business District,950843,3.5,4.3,4.6,34.33,8.74,BB+,76.02,3.64,45.7,9,4099,ISO 9001,info@zenithcompany.in,+91-11-47623080,137,84.43,18179312.83,95,"paint, insulation materials"
SUP1497,Atlas Associates,Construction,India,Chennai,398 Sector 93,387410,4.3,4.0,5.5,15.6,17.7,BBB,95.96,3.56,16.3,28,1215,ISO 14001,info@atlasassociates.in,+91-22-22285269,72,65.66,8048177.82,68,"tiles, roofing materials, bricks"
SUP1498,Nexus Pvt Ltd,Machinery,India,Vadodara,574 MG Road,870637,2.3,3.3,5.1,24.21,15.23,AA+,77.15,3.64,21.9,34,1787,ISO 9001,info@nexuspvtltd.in,+91-80-79644461,72,68.99,43823809.52,60,"compressors, CNC machines"
SUP1499,Advanced Systems,Chemicals,India,Pimpri-Chinchwad,728 Business District,522188,3.2,1.2,2.2,29.86,3.66,BBB+,84.79,4.67,45.8,22,3479,ISO 9001,info@advancedsystems.in,+91-11-15929103,356,79.07,612316.47,310,"pesticides, fertilizers, herbicides"
