po_number,supplier_id,supplier_name,order_date,expected_delivery_date,actual_delivery_date,status,item_description,quantity,unit_price,subtotal,tax_rate,tax_amount,total_amount,currency,on_time_delivery,payment_terms,shipping_method,created_by,quality_rating,political_risk_rating,trade_risk_rating,natural_disaster_risk_rating,delivery_rating,response_time_rating,overall_rating,rating_comments
PO10094,SUP1324,Paramount Supplies,2025-01-01,2025-01-14,,Cancelled,Supply of industrial robots,69.0,26195.27,1807473.63,0.18,325345.25,2132818.88,INR,,Net 15,Air Freight,Meera Iyer,3.21,2.0,1.6,2.4,4.39,4.52,4.04,Consistently meets expectations
PO10095,SUP1109,Advanced Technologies,2025-01-09,2025-01-28,,Cancelled,Bulk order of cameras,163.0,8587.66,1399788.58,0.18,251961.94,1651750.52,INR,,Net 45,Road Transport,Sanjay Gupta,3.8,3.7,2.2,7.2,3.5,3.59,3.63,Needs improvement in delivery time
PO10096,SUP1176,Summit Exports,2025-09-30,2025-10-20,,Cancelled,Order for suspension parts,280.0,31976.79,8953501.2,0.18,1611630.22,10565131.42,INR,,Net 45,Air Freight,Arjun Mehta,3.58,4.6,1.7,6.7,3.94,4.01,3.84,Quality issues noted on inspection
PO10097,SUP1113,Quantum Limited,2025-09-20,2025-10-06,,Cancelled,Standard order: ointments,360.0,14344.27,5163937.2,0.18,929508.7,6093445.9,INR,,Net 45,Express Courier,Amit Patel,3.96,3.8,2.8,3.0,3.82,3.84,3.87,Delivery delays affected production
PO10098,SUP1058,Summit Manufacturing,2025-11-11,2025-11-19,2025-11-23,Completed,Supply of cement,237.0,4814.38,1141008.06,0.18,205381.45,1346389.51,INR,No,Due on Receipt,Express Courier,Sanjay Gupta,4.44,4.3,2.0,5.9,2.86,3.83,3.71,Some quality concerns
PO10099,SUP1380,Apex Manufacturing,2025-11-02,2025-11-15,,Pending,Purchase of chargers,486.0,21606.71,10500861.06,0.18,1890154.99,12391016.05,INR,,Net 45,Rail,Meera Iyer,4.96,4.3,1.6,6.2,4.28,2.51,3.92,Needs improvement in delivery time
PO10100,SUP1199,Royal Solutions,2025-05-15,2025-06-01,,Pending,Purchase of generic drugs,492.0,35994.32,17709205.44,0.18,3187656.98,20896862.42,INR,,Net 45,Sea Freight,Anita Desai,4.49,4.3,2.6,3.9,4.01,2.84,3.78,Some quality concerns
PO10101,SUP1082,Synergy India,2025-10-20,2025-10-28,,Pending,monitors - industrial grade,12.0,41210.88,494530.56,0.18,89015.5,583546.06,INR,,Net 45,Air Freight,Rahul Verma,4.33,4.0,2.5,4.2,3.64,4.36,4.11,Good communication and service
PO10102,SUP1323,Precision Exports,2025-10-25,2025-11-11,,Cancelled,compressors - industrial grade,5.0,48939.76,244698.8,0.18,44045.78,288744.58,INR,,Net 60,Air Freight,Priya Sharma,2.99,5.5,3.2,3.2,4.05,4.84,3.96,Communication could be improved
PO10103,SUP1388,Global Solutions,2025-06-19,2025-06-27,,Cancelled,Bulk order of canned goods,15.0,24504.21,367563.15,0.18,66161.37,433724.52,INR,,Net 15,Express Courier,Anita Desai,2.8,3.8,1.2,3.8,3.74,4.1,3.55,Delayed shipment
PO10104,SUP1047,Advanced Exports,2025-10-19,2025-10-25,,Cancelled,sensors for production,47.0,19821.71,931620.37,0.18,167691.67,1099312.04,INR,,Net 15,Rail,Meera Iyer,3.24,5.2,4.0,3.4,3.04,4.93,3.74,Late delivery impacted schedule
PO10105,SUP1009,Phoenix Solutions,2025-05-12,2025-05-31,,Cancelled,Standard order: monitors,96.0,21713.27,2084473.92,0.18,375205.31,2459679.23,INR,,Due on Receipt,Road Transport,Vikram Singh,3.25,2.4,3.2,6.5,3.12,3.7,3.36,Late delivery impacted schedule
PO10106,SUP1268,Beta Enterprises,2025-08-22,2025-08-31,2025-08-30,Delivered,Purchase of ointments,166.0,40731.67,6761457.22,0.18,1217062.3,7978519.52,INR,Yes,Net 15,Sea Freight,Amit Patel,4.0,3.2,1.5,3.0,4.91,3.09,4.0,Dependable and quality-focused
PO10107,SUP1433,Premier Corporation,2025-03-21,2025-04-06,,Pending,Purchase of roofing materials,389.0,14849.97,5776638.33,0.18,1039794.9,6816433.23,INR,,Net 15,Sea Freight,Vikram Singh,3.85,3.1,1.8,6.9,3.55,4.57,3.99,Delivery delays affected production
PO10108,SUP1241,Paramount Traders,2025-02-22,2025-03-01,2025-03-07,Completed,Standard order: surgical supplies,142.0,7275.69,1033147.98,0.18,185966.64,1219114.62,INR,No,Net 90,Express Courier,Rohan Das,3.51,2.2,3.7,2.0,3.65,3.92,3.69,Quality control issues
PO10109,SUP1134,Premier Technologies,2025-04-24,2025-05-02,2025-05-08,Completed,Standard order: technical textiles,377.0,13180.27,4968961.79,0.18,894413.12,5863374.91,INR,No,Net 45,Road Transport,Anita Desai,3.37,5.2,1.2,3.0,2.49,4.59,3.48,Communication could be improved
PO10110,SUP1104,Advanced Products,2025-04-23,2025-04-30,2025-05-07,Completed,knitted goods - industrial grade,150.0,17856.22,2678433.0,0.18,482117.94,3160550.94,INR,No,Net 90,Road Transport,Rahul Verma,4.15,3.6,1.9,6.3,2.64,2.66,3.15,Below expected quality standards
PO10111,SUP1004,Premier Systems,2025-01-17,2025-02-04,2025-02-05,Delivered,Order for antibiotics,379.0,9031.67,3423002.93,0.18,616140.53,4039143.46,INR,No,Net 15,Sea Freight,Priya Sharma,3.15,4.1,2.9,1.8,3.06,4.59,3.6,Some quality concerns
PO10112,SUP1212,Royal Enterprises,2025-05-05,2025-05-17,,Pending,upholstery fabrics - industrial grade,441.0,34071.05,15025333.05,0.18,2704559.95,17729893.0,INR,,Net 45,Air Freight,Arjun Mehta,3.74,3.1,2.9,4.0,3.87,4.4,4.0,Excellent quality and timely delivery
PO10113,SUP1464,National Pvt Ltd,2025-05-18,2025-06-04,,Cancelled,Order for dairy products,377.0,2225.77,839115.29,0.18,151040.75,990156.04,INR,,Net 30,Rail,Rajesh Kumar,3.69,3.4,1.5,5.2,4.46,3.52,3.89,Delayed shipment
PO10114,SUP1170,Prime Exports,2024-11-28,2024-12-15,2024-12-24,Delivered,polyester yarn - industrial grade,279.0,42779.72,11935541.88,0.18,2148397.54,14083939.42,INR,No,Due on Receipt,Sea Freight,Vikram Singh,4.51,1.9,1.3,2.4,3.03,3.66,3.73,Delayed shipment
PO10115,SUP1491,Dynamic Systems,2025-05-04,2025-05-12,,Pending,Procurement of generic drugs,239.0,28457.84,6801423.76,0.18,1224256.28,8025680.04,INR,,Net 15,Road Transport,Meera Iyer,4.17,3.9,3.5,6.3,3.24,4.77,4.06,Reliable partner for our needs
PO10116,SUP1126,Royal Pvt Ltd,2025-08-26,2025-09-12,,Cancelled,Standard order: brake systems,430.0,21239.05,9132791.5,0.18,1643902.47,10776693.97,INR,,Net 45,Road Transport,Vikram Singh,4.18,2.5,4.1,3.3,4.22,4.84,4.41,Professional and responsive
PO10117,SUP1472,Phoenix Enterprises,2025-06-15,2025-06-30,2025-06-29,Delivered,processed foods - industrial grade,253.0,6253.14,1582044.42,0.18,284768.0,1866812.42,INR,Yes,Net 60,Air Freight,Rohan Das,4.79,2.9,1.7,3.5,4.31,4.71,4.6,"High quality products, reliable supplier"
PO10118,SUP1407,Apex Exports,2025-06-15,2025-07-05,2025-07-04,Delivered,Supply of technical textiles,31.0,33909.83,1051204.73,0.18,189216.85,1240421.58,INR,Yes,Net 90,Express Courier,Deepika Nair,4.81,3.4,2.2,3.1,4.73,4.8,4.78,"High quality products, reliable supplier"
PO10119,SUP1170,Prime Exports,2025-10-07,2025-10-27,2025-11-04,Completed,Order for cotton fabrics,280.0,44923.4,12578552.0,0.18,2264139.36,14842691.36,INR,No,Net 45,Rail,Sneha Reddy,4.67,2.8,1.4,2.2,3.1,3.78,3.85,Delivery delays affected production
PO10120,SUP1399,Imperial Products,2025-07-20,2025-08-06,,Cancelled,Order for pigments,401.0,14266.34,5720802.34,0.18,1029744.42,6750546.76,INR,,Net 90,Sea Freight,Amit Patel,3.39,4.0,3.5,2.4,3.31,4.21,3.64,Delivery delays affected production
PO10121,SUP1092,Supreme India,2025-08-10,2025-08-16,2025-08-22,Delivered,Order for brake systems,161.0,32366.31,5210975.91,0.18,937975.66,6148951.57,INR,No,Due on Receipt,Rail,Nikhil Shah,3.69,3.9,2.9,6.9,3.55,4.81,4.02,Consistently meets expectations
PO10122,SUP1103,Alpha Technologies,2025-06-12,2025-06-29,2025-07-01,Delivered,Bulk order of ointments,251.0,39322.94,9870057.94,0.18,1776610.43,11646668.37,INR,No,Net 30,Sea Freight,Vikram Singh,3.47,3.1,1.7,5.7,2.11,4.01,3.2,Late delivery impacted schedule
PO10123,SUP1098,Heritage Systems,2025-06-25,2025-07-07,,Cancelled,Supply of polyester yarn,316.0,43925.51,13880461.16,0.18,2498483.01,16378944.17,INR,,Net 90,Express Courier,Pooja Kapoor,4.3,4.4,1.8,4.1,3.63,4.24,4.06,Professional and responsive
PO10124,SUP1457,Nexus International,2025-07-16,2025-07-31,,Pending,Order for fertilizers,47.0,46747.14,2197115.58,0.18,395480.8,2592596.38,INR,,Net 30,Express Courier,Arjun Mehta,3.72,2.7,2.8,3.0,3.36,3.73,3.6,Some quality concerns
PO10125,SUP1178,National Solutions,2025-07-20,2025-07-28,2025-07-29,Delivered,Standard order: paints,42.0,5270.88,221376.96,0.18,39847.85,261224.81,INR,No,Net 30,Road Transport,Priya Sharma,4.72,3.6,1.0,4.4,2.02,4.15,3.63,Delivery delays affected production
PO10126,SUP1236,Pioneer Systems,2025-04-26,2025-05-05,2025-05-10,Completed,Order for CNC machines,125.0,42532.23,5316528.75,0.18,956975.17,6273503.92,INR,No,Net 45,Express Courier,Meera Iyer,4.08,4.2,4.5,6.5,2.12,3.49,3.23,Needs improvement in delivery time
PO10127,SUP1154,Pinnacle International,2024-12-02,2024-12-10,2024-12-16,Delivered,Procurement of sensors,491.0,36506.89,17924882.99,0.18,3226478.94,21151361.93,INR,No,Net 45,Express Courier,Nikhil Shah,3.18,4.9,1.4,6.6,2.12,2.68,2.66,Product quality inconsistent
PO10128,SUP1278,Sigma Industries,2025-09-29,2025-10-13,2025-10-19,Delivered,Standard order: monitors,348.0,30699.76,10683516.48,0.18,1923032.97,12606549.45,INR,No,Net 45,Express Courier,Anita Desai,3.69,4.5,4.2,4.3,2.55,4.34,3.53,Some quality concerns
PO10129,SUP1313,Premier Group,2025-03-22,2025-03-31,,Pending,Order for tablets,426.0,44181.1,18821148.6,0.18,3387806.75,22208955.35,INR,,Net 45,Sea Freight,Rohan Das,3.82,3.4,1.8,2.8,4.16,4.69,4.22,"High quality products, reliable supplier"
PO10130,SUP1422,Paramount Group,2025-02-21,2025-03-03,,Cancelled,Bulk order of steel bars,16.0,48739.51,779832.16,0.18,140369.79,920201.95,INR,,Net 60,Rail,Deepika Nair,4.61,3.0,3.4,4.2,3.04,4.53,4.06,Exceeds quality standards
PO10131,SUP1045,Modern Corporation,2025-06-29,2025-07-15,2025-07-13,Delivered,resins - industrial grade,101.0,45980.95,4644075.95,0.18,835933.67,5480009.62,INR,Yes,Net 90,Express Courier,Sanjay Gupta,3.09,4.4,1.5,4.6,4.05,2.89,3.34,Delivery delays affected production
PO10132,SUP1178,National Solutions,2025-06-12,2025-06-28,2025-07-05,Delivered,Procurement of coatings,287.0,22933.0,6581771.0,0.18,1184718.78,7766489.78,INR,No,Net 45,Sea Freight,Meera Iyer,4.5,3.9,1.4,4.3,2.33,3.88,3.57,Product quality inconsistent
PO10133,SUP1076,Beta Company,2025-05-10,2025-05-19,2025-05-26,Delivered,Bulk order of antibiotics,234.0,17193.74,4023335.16,0.18,724200.33,4747535.49,INR,No,Net 15,Sea Freight,Sanjay Gupta,4.3,1.6,2.5,5.1,3.19,3.65,3.71,Delivery delays affected production
PO10134,SUP1230,Imperial Pvt Ltd,2025-06-09,2025-06-28,2025-06-26,Delivered,syrups - industrial grade,429.0,19685.46,8445062.34,0.18,1520111.22,9965173.56,INR,Yes,Net 90,Rail,Kavita Joshi,3.99,4.5,2.6,5.3,4.61,2.52,3.71,Delivery delays affected production
PO10135,SUP1139,Quantum Solutions,2025-05-14,2025-05-26,,Cancelled,sauces - industrial grade,95.0,8555.64,812785.8,0.18,146301.44,959087.24,INR,,Due on Receipt,Rail,Rahul Verma,4.7,3.6,2.2,4.4,3.94,4.52,4.39,Excellent quality and timely delivery
PO10136,SUP1268,Beta Enterprises,2025-05-02,2025-05-14,,Cancelled,Supply of syrups,260.0,8305.87,2159526.2,0.18,388714.72,2548240.92,INR,,Net 60,Road Transport,Rajesh Kumar,4.09,3.0,1.3,2.5,4.0,2.54,3.54,Needs improvement in delivery time
PO10137,SUP1362,Synergy Pvt Ltd,2025-08-03,2025-08-22,,Cancelled,Bulk order of packaging machines,121.0,26065.18,3153886.78,0.18,567699.62,3721586.4,INR,,Net 45,Sea Freight,Amit Patel,2.84,2.8,2.1,6.3,3.79,4.33,3.65,Communication could be improved
PO10138,SUP1215,Omega Solutions,2025-10-09,2025-10-18,2025-10-20,Completed,Bulk order of cameras,415.0,17463.57,7247381.55,0.18,1304528.68,8551910.23,INR,No,Net 60,Sea Freight,Nikhil Shah,4.99,4.5,3.2,5.8,2.32,4.26,3.86,Late delivery impacted schedule
PO10139,SUP1110,Advanced Technologies,2025-06-07,2025-06-14,2025-06-13,Delivered,Purchase of tea,24.0,36531.99,876767.76,0.18,157818.2,1034585.96,INR,Yes,Net 15,Rail,Rohan Das,4.74,4.2,2.9,6.8,4.37,4.67,4.59,"High quality products, reliable supplier"
PO10140,SUP1083,Paramount Corporation,2025-01-23,2025-01-29,,Pending,Supply of ointments,373.0,42085.9,15698040.7,0.18,2825647.33,18523688.03,INR,,Net 30,Express Courier,Anita Desai,3.93,1.7,1.7,4.8,4.28,3.86,4.02,Exceeds quality standards
PO10141,SUP1260,Advanced Exports,2025-03-14,2025-03-27,,Pending,Order for compressors,107.0,33238.05,3556471.35,0.18,640164.84,4196636.19,INR,,Due on Receipt,Express Courier,Amit Patel,3.66,2.4,2.7,4.9,3.86,4.5,4.01,Quality products delivered on time
PO10142,SUP1130,Summit Solutions,2025-08-11,2025-08-25,2025-08-26,Completed,Bulk order of finished garments,395.0,1727.3,682283.5,0.18,122811.03,805094.53,INR,No,Net 60,Road Transport,Meera Iyer,4.62,3.8,2.5,5.0,2.84,4.59,4.02,Reliable partner for our needs
PO10143,SUP1192,National Pvt Ltd,2025-06-09,2025-06-25,,Cancelled,processors for production,217.0,17846.39,3872666.63,0.18,697079.99,4569746.62,INR,,Net 90,Road Transport,Pooja Kapoor,3.89,2.9,3.2,4.5,3.08,3.06,3.34,Needs improvement in delivery time
PO10144,SUP1183,Synergy Industries,2025-07-31,2025-08-09,,Cancelled,Procurement of spices,174.0,1506.38,262110.12,0.18,47179.82,309289.94,INR,,Due on Receipt,Road Transport,Vikram Singh,4.23,4.4,3.9,3.5,3.14,2.99,3.45,Needs improvement in delivery time
PO10145,SUP1368,Summit Pvt Ltd,2025-02-19,2025-03-10,2025-03-10,Delivered,batteries - industrial grade,433.0,15848.53,6862413.49,0.18,1235234.43,8097647.92,INR,Yes,Net 45,Express Courier,Pooja Kapoor,4.34,3.3,1.8,3.5,4.84,4.17,4.45,Dependable and quality-focused
PO10146,SUP1055,Paramount Products,2025-09-13,2025-09-30,2025-09-28,Delivered,Standard order: packaging machines,37.0,37591.42,1390882.54,0.18,250358.86,1641241.4,INR,Yes,Net 15,Sea Freight,Priya Sharma,4.56,4.1,1.6,3.7,4.07,4.99,4.54,Professional and responsive
PO10147,SUP1266,Premier Works,2025-02-15,2025-02-24,2025-03-03,Delivered,Purchase of filters,437.0,37140.85,16230551.45,0.18,2921499.26,19152050.71,INR,No,Net 15,Air Freight,Pooja Kapoor,3.04,4.3,2.2,3.0,3.31,3.6,3.32,Communication could be improved
PO10148,SUP1299,Innovative Products,2025-05-23,2025-06-11,,Cancelled,Order for silk fabrics,267.0,5703.46,1522823.82,0.18,274108.29,1796932.11,INR,,Net 45,Sea Freight,Deepika Nair,3.72,2.2,4.1,2.4,4.06,2.9,3.56,Quality control issues
PO10149,SUP1331,Supreme Exports,2025-05-01,2025-05-13,2025-05-17,Completed,Standard order: instant foods,160.0,31336.79,5013886.4,0.18,902499.55,5916385.95,INR,No,Due on Receipt,Sea Freight,Sneha Reddy,4.71,4.2,3.0,2.8,3.42,3.85,3.99,Product quality inconsistent
PO10150,SUP1067,Heritage Company,2025-02-08,2025-02-27,,Cancelled,Standard order: LED displays,80.0,24813.08,1985046.4,0.18,357308.35,2342354.75,INR,,Net 45,Rail,Pooja Kapoor,3.82,3.8,1.7,6.2,3.31,4.72,3.95,Quality control issues
PO10151,SUP1404,United India,2025-04-05,2025-04-18,2025-04-27,Completed,Bulk order of finished garments,32.0,29886.26,956360.32,0.18,172144.86,1128505.18,INR,No,Due on Receipt,Air Freight,Deepika Nair,3.5,4.7,2.0,6.4,3.08,4.18,3.59,Delayed shipment
PO10152,SUP1431,Apex Company,2025-02-17,2025-03-07,2025-03-05,Delivered,processors for production,265.0,34258.83,9078589.95,0.18,1634146.19,10712736.14,INR,Yes,Net 60,Express Courier,Vikram Singh,4.67,3.1,3.2,5.1,4.51,4.08,4.42,Dependable and quality-focused
PO10153,SUP1072,Dynamic Company,2025-03-13,2025-03-31,,Pending,laptops for production,330.0,38181.7,12599961.0,0.18,2267992.98,14867953.98,INR,,Net 60,Sea Freight,Amit Patel,3.94,5.2,3.4,5.0,3.62,3.51,3.69,Quality control issues
PO10154,SUP1037,Elite Limited,2025-10-25,2025-11-08,2025-11-13,Completed,Purchase of beverages,260.0,7895.99,2052957.4,0.18,369532.33,2422489.73,INR,No,Net 45,Express Courier,Priya Sharma,2.79,4.8,4.3,5.9,3.24,4.13,3.39,Below expected quality standards
PO10155,SUP1339,Modern Exports,2025-09-01,2025-09-13,2025-09-10,Completed,Procurement of tires,28.0,42679.81,1195034.68,0.18,215106.24,1410140.92,INR,Yes,Due on Receipt,Air Freight,Sanjay Gupta,3.17,4.5,1.4,4.6,4.33,3.65,3.72,Quality issues noted on inspection
PO10156,SUP1120,Orion Industries,2025-08-31,2025-09-16,,Cancelled,frozen foods for production,78.0,24028.94,1874257.32,0.18,337366.32,2211623.64,INR,,Net 60,Sea Freight,Sanjay Gupta,3.18,4.2,3.9,2.8,4.05,4.6,3.94,Some quality concerns
PO10157,SUP1157,Orion Enterprises,2025-07-07,2025-07-22,2025-07-21,Delivered,tires for production,73.0,43683.9,3188924.7,0.18,574006.45,3762931.15,INR,Yes,Due on Receipt,Road Transport,Amit Patel,4.88,4.4,3.9,5.4,4.24,3.37,4.16,"High quality products, reliable supplier"
PO10158,SUP1019,Pinnacle Group,2025-08-16,2025-08-22,2025-09-01,Completed,Procurement of polyester yarn,264.0,10377.58,2739681.12,0.18,493142.6,3232823.72,INR,No,Net 90,Road Transport,Rohan Das,4.02,3.0,2.0,4.5,2.24,4.17,3.48,Communication could be improved
PO10159,SUP1219,Advanced India,2025-07-24,2025-08-10,2025-08-09,Delivered,Purchase of sensors,293.0,7729.01,2264599.93,0.18,407627.99,2672227.92,INR,Yes,Net 60,Air Freight,Deepika Nair,4.08,3.9,1.6,2.3,4.88,4.65,4.54,Quality products delivered on time
PO10160,SUP1180,Vertex Pvt Ltd,2025-11-20,2025-11-29,,Cancelled,denim for production,87.0,15596.96,1356935.52,0.18,244248.39,1601183.91,INR,,Net 60,Sea Freight,Rohan Das,4.18,4.5,3.0,6.1,4.27,2.78,3.74,Quality control issues
PO10161,SUP1451,National Company,2025-07-27,2025-08-16,,Cancelled,construction machinery for production,333.0,21852.73,7276959.09,0.18,1309852.64,8586811.73,INR,,Net 15,Rail,Kavita Joshi,4.69,3.4,1.3,6.2,3.75,3.05,3.83,Delivery delays affected production
PO10162,SUP1257,Zenith Exports,2025-11-18,2025-11-26,2025-11-24,Completed,Supply of bearings,78.0,27380.96,2135714.88,0.18,384428.68,2520143.56,INR,Yes,Net 60,Road Transport,Anita Desai,4.95,3.8,2.6,6.2,4.58,4.66,4.73,Dependable and quality-focused
PO10163,SUP1118,Frontier Technologies,2025-01-29,2025-02-05,2025-02-08,Delivered,Purchase of packaging machines,30.0,2024.22,60726.6,0.18,10930.79,71657.39,INR,No,Net 45,Air Freight,Priya Sharma,3.37,3.5,4.5,4.1,2.25,4.77,3.46,Late delivery impacted schedule
PO10164,SUP1085,Nexus Traders,2025-03-27,2025-04-02,,Cancelled,motherboards - industrial grade,491.0,5043.25,2476235.75,0.18,445722.43,2921958.18,INR,,Net 45,Express Courier,Rahul Verma,3.49,5.2,2.4,3.3,4.4,3.4,3.76,Delayed shipment
PO10165,SUP1066,Elite Systems,2025-03-18,2025-03-31,2025-04-09,Completed,Procurement of bearings,318.0,12290.42,3908353.56,0.18,703503.64,4611857.2,INR,No,Net 60,Express Courier,Rajesh Kumar,3.53,1.5,1.1,6.5,2.32,2.61,2.82,Product quality inconsistent
PO10166,SUP1308,Stellar Limited,2025-02-06,2025-02-20,2025-03-01,Completed,Bulk order of upholstery fabrics,410.0,41485.47,17009042.7,0.18,3061627.69,20070670.39,INR,No,Net 45,Express Courier,Vikram Singh,3.25,2.4,2.9,5.3,3.47,3.69,3.47,Below expected quality standards
PO10167,SUP1209,Universal Works,2025-01-21,2025-01-29,,Pending,Order for bed linens,83.0,19548.08,1622490.64,0.18,292048.32,1914538.96,INR,,Net 45,Express Courier,Nikhil Shah,4.93,2.5,1.3,6.5,3.2,4.65,4.26,Excellent quality and timely delivery
PO10168,SUP1106,Continental Works,2025-06-26,2025-07-03,2025-07-08,Completed,Bulk order of industrial chemicals,331.0,18102.96,5992079.76,0.18,1078574.36,7070654.12,INR,No,Net 90,Express Courier,Rahul Verma,3.52,3.1,1.4,4.2,3.54,3.59,3.55,Below expected quality standards
PO10169,SUP1079,Stellar Enterprises,2025-07-31,2025-08-12,,Pending,Bulk order of chargers,208.0,34601.34,7197078.72,0.18,1295474.17,8492552.89,INR,,Net 15,Express Courier,Priya Sharma,4.37,4.8,2.4,6.5,3.16,4.43,3.99,Quality control issues
PO10170,SUP1243,Supreme Company,2025-02-04,2025-02-23,2025-02-23,Delivered,Bulk order of electrical fittings,71.0,5328.92,378353.32,0.18,68103.6,446456.92,INR,Yes,Net 30,Road Transport,Priya Sharma,3.67,2.2,2.0,3.6,4.06,2.96,3.56,Delivery delays affected production
PO10171,SUP1414,Imperial Exports,2025-07-02,2025-07-12,,Cancelled,Order for tablets,68.0,19555.94,1329803.92,0.18,239364.71,1569168.63,INR,,Net 90,Road Transport,Vikram Singh,3.58,4.4,1.5,4.4,4.25,4.02,3.95,Communication could be improved
PO10172,SUP1458,Synergy Group,2025-01-27,2025-02-01,2025-02-10,Completed,towels - industrial grade,370.0,19757.48,7310267.6,0.18,1315848.17,8626115.77,INR,No,Net 45,Road Transport,Rahul Verma,4.09,3.8,1.3,6.4,2.75,3.73,3.52,Below expected quality standards
PO10173,SUP1358,International Group,2025-04-11,2025-04-25,2025-05-02,Delivered,suspension parts - industrial grade,132.0,17135.11,2261834.52,0.18,407130.21,2668964.73,INR,No,Net 15,Express Courier,Sanjay Gupta,4.22,2.4,2.5,6.3,3.89,4.14,4.08,Professional and responsive
PO10174,SUP1006,Stellar Pvt Ltd,2025-06-21,2025-07-10,,Cancelled,Supply of lathes,206.0,404.8,83388.8,0.18,15009.98,98398.78,INR,,Net 15,Sea Freight,Vikram Singh,3.11,1.6,3.7,6.2,3.69,2.66,3.15,Late delivery impacted schedule
PO10175,SUP1178,National Solutions,2025-08-01,2025-08-10,,Cancelled,Standard order: paints,124.0,20665.81,2562560.44,0.18,461260.88,3023821.32,INR,,Net 15,Road Transport,Deepika Nair,4.15,3.9,1.4,4.3,3.35,4.01,3.84,Product quality inconsistent
PO10176,SUP1499,Advanced Systems,2025-01-03,2025-01-16,2025-01-23,Delivered,herbicides - industrial grade,317.0,33499.86,10619455.62,0.18,1911502.01,12530957.63,INR,No,Net 90,Express Courier,Rohan Das,4.78,3.3,1.4,1.8,2.62,3.49,3.63,Product quality inconsistent
PO10177,SUP1401,Beta Manufacturing,2025-03-21,2025-04-07,,Cancelled,Bulk order of fertilizers,355.0,3122.08,1108338.4,0.18,199500.91,1307839.31,INR,,Net 45,Express Courier,Anita Desai,4.1,3.9,3.4,6.5,3.39,4.52,4.0,Quality products delivered on time
PO10178,SUP1085,Nexus Traders,2025-02-12,2025-02-26,,Cancelled,Purchase of memory chips,342.0,11699.21,4001129.82,0.18,720203.37,4721333.19,INR,,Net 15,Air Freight,Kavita Joshi,3.91,5.4,1.8,2.9,3.34,2.71,3.32,Some quality concerns
